model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
mtplx-qwen36-27b-optimized-speed,pp2048,958.4568048686913,7.050552656421644,958.4568048686913,7.050552656421644,,,,,1345.8008749876171,939.4238950455848,1287.133972082908,910.1414739722602,7240.235694334842,2059.3504423873046
mtplx-qwen36-27b-optimized-speed,tg32,67.93436382300452,1.6487079727725347,67.93436382300452,1.6487079727725347,69.40337968064068,1.6815722933691712,69.40337968064068,1.6815722933691712,,,,,,
mtplx-qwen36-27b-optimized-speed,pp2048,993.6826402267153,20.759879144140093,993.6826402267153,20.759879144140093,,,,,2009.2315420042723,0.1002548396599404,1929.8588336678222,0.1002548396599404,8993.244014020698,161.415478917173
mtplx-qwen36-27b-optimized-speed,tg1024,49.30555166671189,2.994420877971646,49.30555166671189,2.994420877971646,72.0,3.265986323710904,72.0,3.265986323710904,,,,,,
mtplx-qwen36-27b-optimized-speed,ctx_tg @ d1024,57.41184225588852,0.0,57.41184225588852,0.0,58.49124496583164,0.0,58.49124496583164,0.0,,,,,,
mtplx-qwen36-27b-optimized-speed,ctx_tg @ d1024,50.61490246606018,4.702514682551152,50.61490246606018,4.702514682551152,71.0,5.0990195135927845,71.0,5.0990195135927845,,,,,,
mtplx-qwen36-27b-optimized-speed,tg1024 @ d1024,49.5391533645149,7.615139732731411,49.5391533645149,7.615139732731411,76.0,3.7416573867739413,76.0,3.7416573867739413,,,,,,
mtplx-qwen36-27b-optimized-speed,ctx_tg @ d2048,41.439696754682416,5.91792114257096,41.439696754682416,5.91792114257096,63.333333333333336,3.091206165165235,63.333333333333336,3.091206165165235,,,,,,
mtplx-qwen36-27b-optimized-speed,tg1024 @ d2048,44.284935987455185,2.1278998426452262,44.284935987455185,2.1278998426452262,69.0,1.4142135623730951,69.0,1.4142135623730951,,,,,,
