model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
mlx-community-Qwen3.6-27B-4bit,pp2048,1320319.5082436197,174987.59970566077,1320319.5082436197,174987.59970566077,,,,,4.659319335284333,0.20308980227925785,1.4380416638838749,0.20308980227925785,4012.5220556704635,46.171867814932575
mlx-community-Qwen3.6-27B-4bit,tg32,18.669456743936845,0.4681906833344873,18.669456743936845,0.4681906833344873,20.666666666666668,0.4714045207910317,20.666666666666668,0.4714045207910317,,,,,,
mlx-community-Qwen3.6-27B-4bit,pp2048,850792.6047248685,553872.7378582904,850792.6047248685,553872.7378582904,,,,,11.333430670977881,9.208822495043798,8.112152999577424,9.208822495043798,4183.934888996494,287.83388812883703
mlx-community-Qwen3.6-27B-4bit,tg1024,18.379591593028707,0.07128454826366057,18.379591593028707,0.07128454826366057,22.0,0.816496580927726,22.0,0.816496580927726,,,,,,
mlx-community-Qwen3.6-27B-4bit,ctx_pp @ d1024,1662087.0656624602,1742555.8214672552,1662087.0656624602,1742555.8214672552,,,,,4.789389320649207,0.9538849752038061,1.568111649248749,0.9538849752038061,2112.9427363242335,73.66974472675777
mlx-community-Qwen3.6-27B-4bit,ctx_tg @ d1024,19.39447171660137,0.03581990024836638,19.39447171660137,0.03581990024836638,21.0,0.0,21.0,0.0,,,,,,
mlx-community-Qwen3.6-27B-4bit,pp2048 @ d1024,1146768.3326033887,86445.21935908638,1146768.3326033887,86445.21935908638,,,,,5.017291676873962,0.13451474212202827,1.7960140054735045,0.13451474212202827,5852.664708683733,236.25623429938324
mlx-community-Qwen3.6-27B-4bit,tg32 @ d1024,19.2040760506294,0.04201817589910908,19.2040760506294,0.04201817589910908,21.0,0.0,21.0,0.0,,,,,,
mlx-community-Qwen3.6-27B-4bit,ctx_pp @ d1024,340849.56359139015,29732.372869577004,340849.56359139015,29732.372869577004,,,,,5.892166673826675,0.21819399535341957,2.670889002426217,0.21819399535341957,2017.9869166847006,111.26067431788357
mlx-community-Qwen3.6-27B-4bit,ctx_tg @ d1024,19.14568588432341,1.155734569990254,19.14568588432341,1.155734569990254,23.333333333333332,1.8856180831641267,23.333333333333332,1.8856180831641267,,,,,,
mlx-community-Qwen3.6-27B-4bit,pp2048 @ d1024,1342028.8687535012,355131.4461242324,1342028.8687535012,355131.4461242324,,,,,4.852263994204502,0.40211083183840707,1.6309863228040438,0.4021108318384071,5837.204264011234,225.2515441663995
mlx-community-Qwen3.6-27B-4bit,tg1024 @ d1024,18.355260739030076,0.5850281611352677,18.355260739030076,0.5850281611352677,21.666666666666668,0.9428090415820634,21.666666666666668,0.9428090415820634,,,,,,
mlx-community-Qwen3.6-27B-4bit,ctx_pp @ d8192,929085.0866659159,224591.85795035982,929085.0866659159,224591.85795035982,,,,,11.735958008406064,2.2958547039996704,8.514680337005606,2.2958547039996704,15654.141444344228,402.99355813589597
mlx-community-Qwen3.6-27B-4bit,ctx_tg @ d8192,18.623723461598203,0.029395408545923398,18.623723461598203,0.029395408545923398,21.0,0.0,21.0,0.0,,,,,,
mlx-community-Qwen3.6-27B-4bit,pp2048 @ d8192,203348.93212241735,5513.915586854753,203348.93212241735,5513.915586854753,,,,,13.30011097403864,0.2757046845854066,10.078833302638182,0.2757046845854066,17022.223291976843,2353.7807592864547
mlx-community-Qwen3.6-27B-4bit,tg32 @ d8192,18.33024195232982,0.06145123576431863,18.33024195232982,0.06145123576431863,21.0,0.0,21.0,0.0,,,,,,
mlx-community-Qwen3.6-27B-4bit,ctx_pp @ d8192,777543.5604758047,354623.0287969924,777543.5604758047,354623.0287969924,,,,,16.430402679058414,8.185585397644703,13.209125007657954,8.185585397644703,15916.7202640092,330.52405803986045
mlx-community-Qwen3.6-27B-4bit,ctx_tg @ d8192,17.71325064759497,0.1331550081919749,17.71325064759497,0.1331550081919749,21.0,0.0,21.0,0.0,,,,,,
mlx-community-Qwen3.6-27B-4bit,pp2048 @ d8192,194322.96164053565,17223.852781016896,194322.96164053565,17223.852781016896,,,,,13.843388645909727,0.9377420362625158,10.622110974509269,0.9377420362625158,16117.476083299454,78.43389317548309
mlx-community-Qwen3.6-27B-4bit,tg1024 @ d8192,17.58005803915704,0.2907238437365329,17.58005803915704,0.2907238437365329,22.0,0.816496580927726,22.0,0.816496580927726,,,,,,
