model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Qwen3.6-27B-Q4_K_M-MTP-Instruct,pp2048,316.0388760006485,1.062576232236189,316.0388760006485,1.062576232236189,,,,,6141.092986004272,144.72809457484647,5961.279194666228,144.7280945748465,6141.092986004272,144.72809457484647
Qwen3.6-27B-Q4_K_M-MTP-Instruct,tg32,23.769183993034577,4.490257253410853,23.769183993034577,4.490257253410853,27.0,2.449489742783178,27.0,2.449489742783178,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,pp2048,322.07818085023763,4.437082137018796,322.07818085023763,4.437082137018796,,,,,5929.1351386539945,156.3134101399839,5749.321347315951,156.3134101399839,5929.1351386539945,156.3134101399839
Qwen3.6-27B-Q4_K_M-MTP-Instruct,tg1024,19.027885138706353,1.2940538965089166,19.027885138706353,1.2940538965089166,35.666666666666664,1.699673171197595,35.666666666666664,1.699673171197595,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_pp @ d1024,309.83571529237514,13.284452059263348,309.83571529237514,13.284452059263348,,,,,3129.0377083350904,181.94689201016348,2949.2239169970467,181.94689201016348,3129.0377083350904,181.94689201016348
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_tg @ d1024,26.342782307265736,0.48586702211413385,26.342782307265736,0.48586702211413385,28.666666666666668,0.9428090415820634,28.666666666666668,0.9428090415820634,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,pp2048 @ d1024,230.50506152515572,5.6463898104933,230.50506152515572,5.6463898104933,,,,,9070.032014336903,219.68703827324788,8890.21822299886,219.68703827324788,9070.032014336903,219.68703827324788
Qwen3.6-27B-Q4_K_M-MTP-Instruct,tg32 @ d1024,19.732794134541113,0.022217183837198944,19.732794134541113,0.022217183837198944,30.0,0.0,30.0,0.0,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_pp @ d1024,300.5136545708192,11.417083171079671,300.5136545708192,11.417083171079671,,,,,3327.7479726627157,180.7627112665687,3147.934181324672,180.7627112665687,3327.7479726627157,180.7627112665687
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_tg @ d1024,21.718070084203973,0.11109371681666133,21.718070084203973,0.11109371681666133,35.666666666666664,0.4714045207910317,35.666666666666664,0.4714045207910317,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,pp2048 @ d1024,223.33372701247387,4.327824165283882,223.33372701247387,4.327824165283882,,,,,9353.36919433515,176.61838649597777,9173.555402997104,176.61838649597777,9353.36919433515,176.61838649597777
Qwen3.6-27B-Q4_K_M-MTP-Instruct,tg1024 @ d1024,21.480009790433872,0.6799913670746325,21.480009790433872,0.6799913670746325,36.333333333333336,2.0548046676563256,36.333333333333336,2.0548046676563256,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_pp @ d8192,286.8426507476562,4.080908019776443,286.8426507476562,4.080908019776443,,,,,25885.93018068544,620.6824793003283,25706.116389347397,620.6824793003283,25885.93018068544,620.6824793003283
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_tg @ d8192,21.984132923648414,2.8242201587897195,21.984132923648414,2.8242201587897195,29.333333333333332,0.4714045207910317,29.333333333333332,0.4714045207910317,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,pp2048 @ d8192,175.0606646127371,3.232098118194548,175.0606646127371,3.232098118194548,,,,,11882.55722267786,213.4996389623839,11702.743431339817,213.4996389623839,11882.55722267786,213.4996389623839
Qwen3.6-27B-Q4_K_M-MTP-Instruct,tg32 @ d8192,20.10138353889288,2.0310415941867097,20.10138353889288,2.0310415941867097,29.333333333333332,0.9428090415820634,29.333333333333332,0.9428090415820634,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_pp @ d8192,286.25241084913586,1.7396350872557784,286.25241084913586,1.7396350872557784,,,,,26017.108805361204,356.9168215813858,25837.29501402316,356.9168215813858,26017.108805361204,356.9168215813858
Qwen3.6-27B-Q4_K_M-MTP-Instruct,ctx_tg @ d8192,19.736262471592497,0.5621669712520635,19.736262471592497,0.5621669712520635,32.333333333333336,1.699673171197595,32.333333333333336,1.699673171197595,,,,,,
Qwen3.6-27B-Q4_K_M-MTP-Instruct,pp2048 @ d8192,178.77981830161124,0.7972802310892912,178.77981830161124,0.7972802310892912,,,,,11635.473458018774,51.11619339901517,11455.65966668073,51.11619339901517,11635.473458018774,51.11619339901517
Qwen3.6-27B-Q4_K_M-MTP-Instruct,tg1024 @ d8192,18.83889380203,0.9118872214133869,18.83889380203,0.9118872214133869,33.333333333333336,1.8856180831641267,33.333333333333336,1.8856180831641267,,,,,,
