model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
qwen3.6-27B-5bit,ctx_pp @ d2048,457551.2097959216,78419.78960604062,457551.2097959216,78419.78960604062,,,,,6.538291665492579,0.7624860658184905,4.017180666172257,0.7624860658184908,4167.745471997478,89.272792131747
qwen3.6-27B-5bit,ctx_tg @ d2048,35.61600937726795,0.8466039310275759,35.61600937726795,0.8466039310275759,36.803209689843555,0.8748240620618276,36.803209689843555,0.8748240620618276,,,,,,
qwen3.6-27B-5bit,pp2048 @ d2048,293122.3922552541,7051.218397424151,293122.3922552541,7051.218397424151,,,,,9.511944001133088,0.16589357182183576,6.9908330018127645,0.16589357182183576,8218.81491666621,63.73976009431491
qwen3.6-27B-5bit,tg32 @ d2048,26.85216388377972,0.05609044662864671,26.85216388377972,0.05609044662864671,27.0,0.0,27.0,0.0,,,,,,
qwen3.6-27B-5bit,ctx_pp @ d2048,480627.8482137753,27096.013147054276,480627.8482137753,27096.013147054276,,,,,6.5079443326491555,0.18794165449987946,3.986833333328833,0.18794165449987965,4561.277736000193,57.37433813569175
qwen3.6-27B-5bit,ctx_tg @ d2048,26.350497462704993,0.9576748126444454,26.350497462704993,0.9576748126444454,27.0,1.4142135623730951,27.0,1.4142135623730951,,,,,,
qwen3.6-27B-5bit,pp2048 @ d2048,289779.8065411546,15135.207627746251,289779.8065411546,15135.207627746251,,,,,9.608402998613505,0.38030771782784817,7.087291999293181,0.3803077178278481,8532.652264334805,156.83562256025346
qwen3.6-27B-5bit,tg1024 @ d2048,26.149701227560243,0.8259687250196582,26.149701227560243,0.8259687250196582,26.666666666666668,0.4714045207910317,26.666666666666668,0.4714045207910317,,,,,,
